content	Sentiment	Emotion
Aplikasi ga guna daftar nya susah,	Negative	Anger
aplikasi ga jelas masa hrs berbayar? ( utk melihat siapa penggemar kita hrs bayar?) hapus aj instalannya.	Negative	Anger
aplikasi ga jelas sumpah,cari poin sehari dpt poin cuma 30 an malah harga reedem nya di naikin ga jelas banget sumpah balikin ke semula harga reedemnya baru saya kasih bintang 5	Negative	Anger
Aplikasi ga mutu. Verifikasi KTP gagal Mulu. Alasan nama tidak sesuai data Disdukcapil.	Negative	Anger
Aplikasi ga mutu..jangan download, ribet dan tetap kena biaya admin..ga sesuai iklan. Msh byk aplikasi utk transfer yg lebih baik dan ga ribet. Aplikasi koq malah mempersulit	Negative	Anger
Aplikasi gaje, apa2 hrs pake coin	Negative	Anger
Aplikasi gak berbobot	Negative	Anger
Aplikasi gak beres gak bisa masuk padahal google dan sandi nya benar apl kamprett	Negative	Anger
aplikasi gak beres. minta verifikasi terus. sudah 3 kali minta transfer minta verifikasi akun terus, sudah masukkan data KTP, foto KTP, selfie dg KTP, eh disuruh masukkan PIN lagi terus data yang tadi hilang. seperti itu terus gak pernah berhasil verifikasi akun. awalnya stuck di splash screen, tapi setelah dicoba berhenti paksa, baru bisa login. Gak jadi pake dah, pake flip aja gampang.	Negative	Anger
Aplikasi gak bermutu apa2 bayar cat pun suruh beli koin gak usah didownlod pasti kecewa pakek aplikasi nie ..kagak dapat untung malah buntung	Negative	Anger
Aplikasi gak guna masak mau ngrim chat aja bayarrdasar developer minta bathi	Negative	Anger
Aplikasi gak jelas	Negative	Anger
Aplikasi gak jelas daftar aja ribet pdhal pke akun google cacat nih buang buang kouta	Negative	Anger
Aplikasi gak jelas. Saya tranfer ke rekening reksadana katanya gak masuk. Padahal saldo di rekening mandiri udah kepotong. 25jt bukan nominal sedikit! Suruh nunggu sampe kapan. GAK JELAS!	Negative	Anger
Aplikasi gak jls	Negative	Anger
Aplikasi gila gk bsa daftar padahal sinyal lancar kok	Negative	Anger
Aplikasi gk guna bikin HP jdi lelet gk jelas gara² aplikasi ini	Negative	Anger
Aplikasi gk jelas ..ada komplin gak fi tuntaskan..padahal sya baru gabung untung dikit tranfernya..jangan ikuti aplikasi ini ..yg lain lebih bagus..amanh. Ribet bangey..	Negative	Anger
aplikasi gk jelas banyakan iklan	Negative	Anger
aplikasi gk jelas mao upload foto identitas aja susah bagt pdhal jaringan bagus	Negative	Anger
Aplikasi gk niat, daftar lbh dr 1bulan msh dlm verifikasi, validatornya tidur semua kl nggk sibuk main tiktok	Negative	Anger
Aplikasi goblok admin kalau mau bimin aplikasi berfikir yang jenius orang itu memang butuh makan sih y tolong direvisi lagi apk nya y agar tidak ada yang kecewa	Negative	Anger
Aplikasi goblok membodohi. Daftar ribet banget ga bisa dilanjut karena nama ga bisa diisi. Direfresh nama lengkap menggunakan nomor handphone, giliran sudah disimpan kembali kemenu awal dan masuk lagi dan terjadi lagi nama lengkap hilang Kontol membodohi Sudah salah main hapus ulasan gua aja bangsat	Negative	Anger
Aplikasi goblok, jangan di ubah-ubah nilai redem pulsanya, poin 65 = Pulsa 500 dong, jangan ditambah tambah terus dong, kalo gini aplikasinya saya hapus, lebih baik pake WA.....	Negative	Anger
Aplikasi habisin kuota sja	Negative	Anger
aplikasi hoak..msak imail udh msukan..suruh di msukan mulu..gendeng	Negative	Anger
Aplikasi Illuminati	Negative	Anger
Aplikasi ini anjing gx bsa dibka	Negative	Anger
Aplikasi ini bikin hp saya lelet walau sudah menjadi pro.. Tidak bisa berhenti berlangganan..auto debetnya heddeh.. Nyesel..bikin kesell	Negative	Anger
aplikasi ini buruk sekali persiapan belum matang,, mau top up susah sekali gak ada pilihan utk via bank bca. mau coba transaksi pakai minta nomer kartu ccv segala.. cobalah jangan di buat ribet harus ada via transfer bank utk top up saldo biar gak ribet..	Negative	Anger
Aplikasi ini gak jalas mau registrasi gk bisa gmna nih aplikasinya	Negative	Anger
aplikasi ini gk bagus soal nya setiap saya chatan langsung gk bisa chat	Negative	Anger
Aplikasi ini jelek banget!!!!!!!!!!!!!!!!!!!!!! Enggak jelas !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong buruan download bisa ditonton di TV bisa di youtube bisa juga pake aplikasi ini karena saya suka banget dengan  indonesia	Negative	Anger
Aplikasi ini jelek kaliiiiiiiiiiii	Negative	Anger
aplikasi ini jelek kenapa engak bisa donglod ah aplikasi sialan	Negative	Anger
Aplikasi ini sngat jlek biasanya klo di download biasa taulang terus!!	Negative	Anger
Aplikasi ini terkenal karena pulsa gratis ehh malah di hapus Redeem pulsanya. Siap-siap menghilang dari bumi wahai !	Negative	Anger
Aplikasi jadi jelek kagak kayak aplikasi sebelah, mana akun saya di blokir lagi tanpa sebab dan gak bisa dibuka lagi, UDAHLAH	Negative	Anger
Aplikasi jahanam riba semua UUD ujung ujung ny DuiT.. Inget alam kubur .. Sengsara kalian di Padang Mahsyar..	Negative	Anger
Aplikasi jancuu.. Mau chat harus bayar..langsung gw hapuus.. jiji gw download lgi..	Negative	Anger
Aplikasi Jancuukk	Negative	Anger
aplikasi jelek	Negative	Anger
Aplikasi jelek	Negative	Anger
Aplikasi jelek juga kolom komentar tak dapat dilihat	Negative	Anger
aplikasi jelek.. data diri tidak sesuai yg dimasukkan. banyak ga ada foto nya	Negative	Anger
Aplikasi kaga berguna sya udah tf uangnya sudah 1 jam lebih kaga selesai"	Negative	Anger
aplikasi kayak kinthil	Negative	Anger
Aplikasi kayak tantan lah mau chat gak bayar bebas kapan aja bsa chat.. Dsni apa2 harus beli saldo	Negative	Anger
Aplikasi kont*l, redem makin naik tapi point makin turun. Kalo mau bangkrut langsung tutup aplikasi aja . Aplikasi gka berguna	Negative	Anger
Aplikasi kontol mentang mentang udah banyak yang makai jadi se enaknya sendiri jangan download nyesel nanti	Negative	Anger
Aplikasi konyol !! Yg bermasalah sistemnya sendiri, yg di salahin sitem bank tolol, aplikasi gak berfungsi !!	Negative	Anger
Aplikasi lemot mau verifikasi no hp ajah susahnya minta ampun ngga usah didownload ____________________________________ _________&__&&______________44_____ ____________________________________ Ngapain udah tau apk ngga bagus mau didownload!!..	Negative	Anger
APLIKASI MACAM APA INI! JELEK TAPI BOONG HAYUU BALE BALE!!!!!!!!!!	Negative	Anger
Aplikasi macam apa ini!! Baru download masukin email malah email di bilang salah! Wah sakit ini aplikasi! Apa mesti bayar dlu baru bisa makek!?	Negative	Anger
Aplikasi macam apa ini? Mau liat penggemar juga cari point, diharuskan top up pula beruntung ya!	Negative	Anger
Aplikasi macam tai..masa g bisa login dah nunggu 25 menit g bisa bisa padahal sinyal bagus..J A N G A N DOWNLOAD APLIKASI INI	Negative	Anger
Aplikasi mata duitan ini..masa tidak dapat membalas chatingan dari orang yg membalas chatingan saya. Harus beli paket dulu baru bisa!! Banyak iklan!! Jika iklan ingin di berhentikan juga harus beli paket dulu. Aplikasi macam apa ini Semua di komersil kan,mata duitan. Nyesel jadinya udah download aplikasi ini.buang-buang kuota saja. Tidak berguna.	Negative	Anger
Aplikasi medsos sekarang bikin kantong jebol..yg ngechat robot bukan real..alias palsu..	Negative	Anger
Aplikasi membingungkan bangsat	Negative	Anger
Aplikasi ngak jelas. Sulit cara pengunaan nya. Mau transfer beda bank. Kita sudah masukin rekening tujuan. Malah pas konfirmasi muncul rekening duafah. Kaya menjebak begitu. Kalo kita ngak jeli bisa terkirim ke rekening duafah. Bukan rekening tujuan yang kita mau	Negative	Anger
Aplikasi Ngga beres ni Masa fto Ngga bisa di liat di, padahal semalam Udah bagus ni hari error Lgi, sinting Betul	Negative	Anger
Aplikasi nggak bisa membantu malah nyusahin orang, harus bayar mulu	Negative	Anger
Aplikasi nya bangkrut kali masa gk ada tukar pulsa lagi .. udah uninstal aja!!	Negative	Anger
aplikasi nya gak enak cokk!!	Negative	Anger
Aplikasi nya sekarang jadi jelek masa sekarang voucher pulsa ngga ada jadi gak menarik lagi lebih baik di hapus aja nih aplikasi gak ada paedah nya sekarang mah	Negative	Anger
Aplikasi nya untuk buka berita lengkap semakin buruk aplikasi tidak menanggapi	Negative	Anger
Aplikasi paling buruk,kiriman uang sering mengalami keterlambatan,kirim duit dr pagi sampai saat ini duit gak masuk2 ke penerima tujuan,NOT REKOMENDED APK PALING BURUK DI INDONESIA	Negative	Anger
Aplikasi paling jelek di dunia jangan download aplikasi ini yang download pasti akan menyesal	Negative	Anger
aplikasi paling tolol..jangan di download..kadi bego nnti kyk yg empunya ini	Negative	Anger
Aplikasi payah saya cari cewek yang umur 13 tahun lah yang dikasi 18 pokok ya jangan di install	Negative	Anger
Aplikasi payah, keterangan Transaki memakan waktu lebih lama, suruh menunggu 4 hari kerja, setelah 4 hari kerja suruh nunggu lagi 4 hari kerja, uang itu akan di gunakan oleh orangnya, tetapi dari aplikasi oy tidak ada kejelasan sama sekali	Negative	Anger
Aplikasi penipu, udah berlangganan pro tpi masih aja ga nyambung ke negara tujuan	Negative	Anger
Aplikasi sampah	Negative	Anger
Aplikasi sampah ,,chat ajah di batasi ,, Buat kalian yg lum download ,,jangan download.,,NYESEL	Negative	Anger
Aplikasi sampah jelek sekali saya sudah donlowd malah tidak bisa	Negative	Anger
Aplikasi sampah uang saya gak jadi d transfer dan sampe detik ini pun gak kembali juga mohon pihak playstore unistall aja apk ini dr layanan kalian	Negative	Anger
Aplikasi sampah! Uang udah transfer kadaluarsa, HATI2, dan chat csnya ribet masukin satu2, nama, alamat,nope, kode transaksi! Kalau anda hidup terlalu santuy? Pakailah aplimasi ribet!	Negative	Anger
APLIKASI SAMPAH!!..Gangguan bank Partner Nunggu 1 HARI KERJA! JANGAN PERNAH INSTALL APLIKASI INI JIKA DANA ANDA TIDAK MAU GANTUNG TIDAK JELAS.. VERIFIKASI PEMBAYARAN NYA LAMA!! MENDING PAKE FLIP! ATAU SEABANK ATAU NEO BANK!!	Negative	Anger
APLIKASI SAMPAH, coba" mau isi go pay hanya 45,00 1. Isi dari jam 12 siang sampe jam 8malam saldo gak masuk" 2. Saya batalkan pengisian dong, gila uang aja ga masuk" sampai 1 hari lebih baru kembali ke rekening, itupun setelah saya cecar di email dan CS chat nya. Mikir mikir lagi lah yg mau pake aplikasi model begini. GO UNINSTAL	Negative	Anger
Aplikasi sampah, judul berita sengaja menggiring opini hoax,buat malu nama 	Negative	Anger
Aplikasi sampah, verifikasi saja gagal terus. Begitu ribetnya	Negative	Anger
Aplikasi sampah,,beritanya banyak yang propaganda 	Negative	Anger
Aplikasi sampah,caht aja harus bayar..	Negative	Anger
aplikasi sampah.. Semakin kesini semakin jelek. You need to hire better IT staff!! Berkali2 transfer selalu bermasalah. Refund lagi refund lagi. 2 jam menunggu ga jlas. Automatic Uninstall. You have to learn to flip	Negative	Anger
Aplikasi sampah.. uninstal yg paling baik.. hati2 jangan mau download aplikasi ini	Negative	Anger
Aplikasi sangat bagus, saya sebagai anak bangsa merasa di rugikan karena harga penukaran melambung tinggi sedangkan pendapatan point makin sedikit	Negative	Anger
Aplikasi sangat tidak bagus, terlalu sering gangguan uang nyangkut terus dan pengembalian dana nya lama, cs nya juga gk respon, kalau gangguan knapa tidak di kasih tau dari awal biar org gak terlanjur ngirim, kalau bisa kasih bintang 0 gw kasih 0	Negative	Anger
Aplikasi sering macet boss..	Negative	Anger
Aplikasi setan	Negative	Anger
Aplikasi sialan aplikasi gara waras masa saya pasang foto profil sama mainkan ga bisa, anda masih waras atau tidak waras	Negative	Anger
aplikasi soak. suruh bayar	Negative	Anger
Aplikasi ta*k daftar susah. Oh ada yg salah silahkan uninstall dan download lg di playstore	Negative	Anger
aplikasi taek	Negative	Anger
Aplikasi tai	Negative	Anger
Aplikasi Tai	Negative	Anger
Aplikasi tai,udh kepotong pulsa masih aja gk bisa!! Bagaimana ini terjadi,tolong balikin pulsanya saja	Negative	Anger
APLIKASI TAI.	Negative	Anger
Aplikasi tai..capek capek ngupulin poin..tiba2 redem pulsa hilang,,trus vocer alfa 10 rbu dihapus,.trus vocer alfa 25rb dihlang kan, eh skrang vocer alfa 50rbu raib..tnpa pemberitahuan.. Aplikasi tai	Negative	Anger
Aplikasi taii oy bisnis nya duit gw dimakan. Xontoll	Negative	Anger
aplikasi taik , masa chatan baru 6 biji udah gak bsa lagi suruh apgred , gmna cara agar bsa trus chatan ,?	Negative	Anger
Aplikasi taik ini.. Baru 4X chating,, udah harus berbayar.. Mudah" an yang membuat Aplikasi ini cepat Meninggal.. Aamiin..	Negative	Anger
aplikasi taik tak bisa register bintang zero kayak ultraman	Negative	Anger
Aplikasi Taik Udh Diinstal GK Bisa Di Buka	Negative	Anger
Aplikasi Taikk setelah kirim uang ga di teruskan malah muncul kadarluarsa .. aplikasi Penipu	Negative	Anger
Aplikasi tak jelas	Negative	Anger
Aplikasi tambah berat poin tambah dikit parah ni oy	Negative	Anger
Aplikasi ter taii.jangan di download	Negative	Anger
Aplikasi terburuk,mau chatting aja kudu berlangganan Jangan download,buang" kuota saja.	Negative	Anger
aplikasi terhentikan ketika panggilan dan buka profil.. padahal baru update siang tadi!! ya masih	Negative	Anger
Aplikasi tertolol yg pernah ada	Negative	Anger
Aplikasi tidak baik, kurang ajar. Masa keluar keluar. Tidak bisa masuk. Baru 1 hari pakai. Kalau gak bagus gak usah di luncurkan. Kalau hanya sekedar ngambil kuota doank.	Negative	Anger
Aplikasi tidak berguna	Negative	Anger
Aplikasi tidak konsisten,katanya mau hapus reedem pulsa tgl 8 okt jam 10 WIB tapi nyatanya hapusnya tgl 7 okt,mending gk usah di install dpt poinnya juga dikit + sering pending	Negative	Anger
aplikasi tipu2.. udah di top up 500 sebulan, baru 3 hari chat udah ada limit.. anjing	Negative	Anger
Aplikasi tolol	Negative	Anger
Aplikasi tolol udh bbrp x verifikasi ttp aja gagal padal jg udh jelas, klo rabun pake kacamata mas. Auto uninstall gblk	Negative	Anger
Aplikasi virus  Sejak aplikasi ini ada di ponsel saya, main mobile legend aja datanya tidak ada (data mobile legend hilang)	Negative	Anger
Aplikasi yang ribet..sudah 5 kali kyc tetap aja gagal.. Beda sama neo+ kyc cepet..ga ribet sama aplikasi ini.. Langsung uninstal aplikasi nya..pusing amat..	Negative	Anger
aplikasi yang sangat tidak recomended, kenapa? karena saya tranfer dari hari jum'at sampai detik ulasan ini saya tulis, uang saya belum masuk ke transferan yang dituju !! awal download dan pakai aplikasi ini beberapa kali sih gak ada masalah,,tapi sekarang timbul masalah yang entah sampai kapan penyelesaian nya..saya sudah hubungi cs by online chat dan jawaban nya ngambang tidak ada kejelasan,uang saya masih nyangkut di OY..saya minta KEJELASANNYA !!	Negative	Anger
Aplikasi yang serba ribet dalam foto verifikasi,pake embel2 tangan sesuai dgn instruksi sampai tangan ku pegal!! Jangan di download!!	Negative	Anger
Aplikasi yg buruk untuk transaksi .untung saya setoran tunai TDK pernah dalam jumlah besar. Transaksi modern adalah bisa real-time tanpa pending2	Negative	Anger
Aplikasig goblok	Negative	Anger
Aplikasih sampah Apaan daftar mau masuk aja gk bisa Yg buat ini aplikasi orang tolol	Negative	Anger
Aplikasih taek	Negative	Anger
Aplikasii sampahh udah lama bangett nunggu transfer nya,,	Negative	Anger
Aplikasinya banyak bug yang bikin kesal setiap mau main jarak jauh kembali ke awal saya kesal sama bug ini setiap mau masang obb pasti muncul peringatan data tambahan tidak ada/rusak	Negative	Anger
aplikasinya bego	Negative	Anger
Aplikasinya butut banget,mau main malah keluar terus	Negative	Anger
Aplikasinya dibikin ribet lagi enak enak chatan eh tiba tiba di batasin heheh Aneh mendingan gausah di buat aplikasinya	Negative	Anger
Aplikasinya ini gimna si , katany suruh foto KTP dalam bingkai, tapi kamera nya nge zoom2 gak jelas, gimna mau fokus kameranya kalau nge zoom2, perbaiki lagi la dibagian verifikasi,	Negative	Anger
Aplikasinya jelek pas setelah update, Kalo dulu bisa tuker poin jadi pulsa tapi sekarang udah gak bisa lagi	Negative	Anger
Aplikasinya jelek sdh daftar sesuai perintahnya foto ktp foto diri bersama ktp masih juga suruh lengkapi lagi padahal sdh lengkap bukannya dipermudah malah dipersulit solusi terbaik uninstal aplikasi	Negative	Anger
Aplikasinya jelek, masa mau cari apa arti semboyan malah jawabannya lain	Negative	Anger
aplikasinya jlek bru brapa sms ajh udh ga bisa masih bagusan pacebook ta terbatas	Negative	Anger
Aplikasinya sangat jelek, sering nge-hank	Negative	Anger
Aplikasinya serba berbayar Aplikasi sangat buruk	Negative	Anger
Apliksi ajing mau kirim psan .ama liat orang yg myukai ajah hrus byar dulu babi.yesel gua donwlod 	Negative	Anger
Aplkasi tolol klo gk bisa bikin apk gk usah bikin	Negative	Anger
App apaan ini masak baru coba chat 1-3org trus di bls gk bisa bls lagi,harus isi saldo dlu app macam tai ini cok.mnta keuntungan aja.	Negative	Anger
App gak jelas	Negative	Anger
app tai	Negative	Anger
App tidak respon cepat dan iklan yg menggu, jengkellzzz	Negative	Anger
App Tolil	Negative	Anger
APPLI KASI APAN NIH KAYAK TAI BUANG BUANG KAUTA MASA PENGEN CHATAN HARUS BAYAR APPLI KASI ENGGA GUNA	Negative	Anger
Application macam apa ini.. masa baru install baru buka mau masuk gak ada pilihan masuk.. harus menggunakan layanan google play.. Udah lah kecewa dasar app modus	Negative	Anger
Applikasi anjing udah bayar malah disuruh topup terus!! Diemail ga ada respon app busuk.. makan tuh duit ga seberapaa	Negative	Anger
Applikasi tai ga bisa daftar	Negative	Anger
Apps sampah gak bisa buka	Negative	Anger
Asem	Negative	Anger
Asik sih.. Tapi tolong lah ya admin developer game,, kalo nayangin iklan yang bener. Masa iklan udah 30 detik waktunya nge-close iklan gak ada tanda X, terus nutup iklannya gimana coba??!!.. reload game nya masih tu muncul iklan yang gak bisa di close, sampe kapan reload mulu per loper..!! Ganti tu IKLAN!!	Negative	Anger
Asli parah, uang transfer buru2 mau dipakai malah pending dan itu suruh nunggu 2 hari kalian parah oyy.. Gmn kalian mau dapat pelanggan.. Gmn klo itu uang untuk berobat yg harus kebayar saat itu jga. Kalian oy parahh pokoknya.. Respon makin ga jelas ketika di aplikasi dinyatakan sukses tpi dana tidak masuk ke rekening tujuan apa maksud kalian.. OY	Negative	Anger
